-110 -110 50
110 -110 50
-110 110 50
110 110 58.268218104318
-90 -100 50
-80 -100 50
-70 -100 50
-60 -100 50
-50 -100 50
-40 -100 50
-30 -100 50
-20 -100 50
-10 -100 50
0 -100 50
10 -100 50
20 -100 50
30 -100 50
40 -100 50
50 -100 50
60 -100 50
70 -100 50
80 -100 50
90 -100 50
-100 -90 50
-90 -90 50.099667110794
-80 -90 50.198338380762
-70 -90 50.295027919192
-60 -90 50.388769636176
-50 -90 50.478626895466
-40 -90 50.563701873029
-30 -90 50.643144527813
-20 -90 50.716161095069
-10 -90 50.782022017395
0 -90 50.840069234225
10 -90 50.889722756957
20 -90 50.930486464005
30 -90 50.961953057882
40 -90 50.983808134784
50 -90 50.995833326008
60 -90 50.997908479816
70 -90 50.990012861959
80 -90 50.97222536284
90 -90 50.94472370927
100 -90 50.907782688682
-100 -80 50
-90 -80 50.198338380762
-80 -80 50.394695029986
-70 -80 50.587108016938
-60 -80 50.773654814658
-50 -80 50.952471509206
-40 -80 51.121771423279
-30 -80 51.279862968099
-20 -80 51.425166545208
-10 -80 51.556230329295
0 -80 51.671744774352
10 -80 51.77055569823
20 -80 51.851675814839
30 -80 51.914294598789
40 -80 51.95778638389
50 -80 51.981716614601
60 -80 51.985846187967
70 -80 51.970133842656
80 -80 51.934736571229
90 -80 51.880008051522
100 -80 51.806495112811
-100 -70 50
-90 -70 50.295027919192
-80 -70 50.587108016938
-70 -70 50.873321925452
-60 -70 51.150809889968
-50 -70 51.41679934247
-40 -70 51.668632604275
-30 -70 51.903793440674
-20 -70 52.119932202324
-10 -70 52.314889302165
0 -70 52.4867167933
10 -70 52.633697832235
20 -70 52.754363833015
30 -70 52.847509140847
40 -70 52.912203078606
50 -70 52.947799245849
60 -70 52.95394197744
70 -70 52.930569897237
80 -70 52.877916531338
90 -70 52.79650797477
100 -70 52.687157634921
-100 -60 50
-90 -60 50.388769636176
-80 -60 50.773654814658
-70 -60 51.150809889968
-60 -60 51.516466453264
-50 -60 51.866970985037
-40 -60 52.198821359866
-30 -60 52.5087018385
-20 -60 52.793516197631
-10 -60 53.050418666329
0 -60 53.276842360047
10 -60 53.470524928084
20 -60 53.629531158242
30 -60 53.752272312831
40 -60 53.837522002806
50 -60 53.884428441445
60 -60 53.892522955119
70 -60 53.861724666122
80 -60 53.792341300778
90 -60 53.685066114738
100 -60 53.5409709662
-100 -50 50
-90 -50 50.478626895466
-80 -50 50.952471509206
-70 -50 51.41679934247
-60 -50 51.866970985037
-50 -50 52.298488470659
-40 -50 52.707040219262
-30 -50 53.088544116823
-20 -50 53.439188302505
-10 -50 53.755469255513
0 -50 54.034226801113
