-150.0000 -25.0000 -4.5000
-148.7952 -25.0000 -8.2453
-147.5904 -25.0000 -11.9689
-146.3855 -25.0000 -15.6494
-145.1807 -25.0000 -19.2653
-143.9759 -25.0000 -22.7959
-142.7711 -25.0000 -26.2206
-141.5663 -25.0000 -29.5197
-140.3614 -25.0000 -32.6740
-139.1566 -25.0000 -35.6652
-137.9518 -25.0000 -38.4761
-136.7470 -25.0000 -41.0903
-135.5422 -25.0000 -43.4927
-134.3373 -25.0000 -45.6692
-133.1325 -25.0000 -47.6072
-131.9277 -25.0000 -49.2954
-130.7229 -25.0000 -50.7239
-129.5181 -25.0000 -51.8844
-128.3133 -25.0000 -52.7699
-127.1084 -25.0000 -53.3751
-125.9036 -25.0000 -53.6965
-124.6988 -25.0000 -53.7320
-123.4940 -25.0000 -53.4811
-122.2892 -25.0000 -52.9451
-121.0843 -25.0000 -52.1269
-119.8795 -25.0000 -51.0309
-118.6747 -25.0000 -49.6632
-117.4699 -25.0000 -48.0314
-116.2651 -25.0000 -46.1447
-115.0602 -25.0000 -44.0136
-113.8554 -25.0000 -41.6502
-112.6506 -25.0000 -39.0678
-111.4458 -25.0000 -36.2810
-110.2410 -25.0000 -33.3055
-109.0361 -25.0000 -30.1582
-107.8313 -25.0000 -26.8569
-106.6265 -25.0000 -23.4203
-105.4217 -25.0000 -19.8679
-104.2169 -25.0000 -16.2197
-103.0120 -25.0000 -12.4966
-101.8072 -25.0000 -8.7196
-100.6024 -25.0000 -4.9101
-99.3976 -25.0000 -1.0899
-98.1928 -25.0000 2.7196
-96.9880 -25.0000 6.4966
-95.7831 -25.0000 10.2197
-94.5783 -25.0000 13.8679
-93.3735 -25.0000 17.4203
-92.1687 -25.0000 20.8569
-90.9639 -25.0000 24.1582
-89.7590 -25.0000 27.3055
-88.5542 -25.0000 30.2810
-87.3494 -25.0000 33.0678
-86.1446 -25.0000 35.6502
-84.9398 -25.0000 38.0136
-83.7349 -25.0000 40.1447
-82.5301 -25.0000 42.0314
-81.3253 -25.0000 43.6632
-80.1205 -25.0000 45.0309
-78.9157 -25.0000 46.1269
-77.7108 -25.0000 46.9451
-76.5060 -25.0000 47.4811
-75.3012 -25.0000 47.7320
-74.0964 -25.0000 47.6965
-72.8916 -25.0000 47.3751
-71.6867 -25.0000 46.7699
-70.4819 -25.0000 45.8844
-69.2771 -25.0000 44.7239
-68.0723 -25.0000 43.2954
-66.8675 -25.0000 41.6072
-65.6627 -25.0000 39.6692
-64.4578 -25.0000 37.4927
-63.2530 -25.0000 35.0903
-62.0482 -25.0000 32.4761
-60.8434 -25.0000 29.6652
-59.6386 -25.0000 26.6740
-58.4337 -25.0000 23.5197
-57.2289 -25.0000 20.2206
-56.0241 -25.0000 16.7959
-54.8193 -25.0000 13.2653
-53.6145 -25.0000 9.6494
-52.4096 -25.0000 5.9689
-51.2048 -25.0000 2.2453
-50.0000 -25.0000 -1.5000
-48.7952 -25.0000 -5.2453
-47.5904 -25.0000 -8.9689
-46.3855 -25.0000 -12.6494
-45.1807 -25.0000 -16.2653
-43.9759 -25.0000 -19.7959
-42.7711 -25.0000 -23.2206
-41.5663 -25.0000 -26.5197
-40.3614 -25.0000 -29.6740
-39.1566 -25.0000 -32.6652
-37.9518 -25.0000 -35.4761
-36.7470 -25.0000 -38.0903
-35.5422 -25.0000 -40.4927
-34.3373 -25.0000 -42.6692
-33.1325 -25.0000 -44.6072
-31.9277 -25.0000 -46.2954
-30.7229 -25.0000 -47.7239
-29.5181 -25.0000 -48.8844
-28.3133 -25.0000 -49.7699
-27.1084 -25.0000 -50.3751
-25.9036 -25.0000 -50.6965
-24.6988 -25.0000 -50.7320
-23.4940 -25.0000 -50.4811
-22.2892 -25.0000 -49.9451
-21.0843 -25.0000 -49.1269
-19.8795 -25.0000 -48.0309
-18.6747 -25.0000 -46.6632
-17.4699 -25.0000 -45.0314
-16.2651 -25.0000 -43.1447
-15.0602 -25.0000 -41.0136
-13.8554 -25.0000 -38.6502
-12.6506 -25.0000 -36.0678
-11.4458 -25.0000 -33.2810
-10.2410 -25.0000 -30.3055
-9.0361 -25.0000 -27.1582
-7.8313 -25.0000 -23.8569
-6.6265 -25.0000 -20.4203
-5.4217 -25.0000 -16.8679
-4.2169 -25.0000 -13.2197
-3.0120 -25.0000 -9.4966
-1.8072 -25.0000 -5.7196
-0.6024 -25.0000 -1.9101
0.6024 -25.0000 1.9101
1.8072 -25.0000 5.7196
3.0120 -25.0000 9.4966
4.2169 -25.0000 13.2197
5.4217 -25.0000 16.8679
6.6265 -25.0000 20.4203
7.8313 -25.0000 23.8569
9.0361 -25.0000 27.1582
10.2410 -25.0000 30.3055
11.4458 -25.0000 33.2810
12.6506 -25.0000 36.0678
13.8554 -25.0000 38.6502
15.0602 -25.0000 41.0136
16.2651 -25.0000 43.1447
17.4699 -25.0000 45.0314
18.6747 -25.0000 46.6632
19.8795 -25.0000 48.0309
21.0843 -25.0000 49.1269
22.2892 -25.0000 49.9451
23.4940 -25.0000 50.4811
24.6988 -25.0000 50.7320
25.9036 -25.0000 50.6965
27.1084 -25.0000 50.3751
28.3133 -25.0000 49.7699
29.5181 -25.0000 48.8844
30.7229 -25.0000 47.7239
31.9277 -25.0000 46.2954
33.1325 -25.0000 44.6072
34.3373 -25.0000 42.6692
35.5422 -25.0000 40.4927
36.7470 -25.0000 38.0903
37.9518 -25.0000 35.4761
39.1566 -25.0000 32.6652
40.3614 -25.0000 29.6740
41.5663 -25.0000 26.5197
42.7711 -25.0000 23.2206
43.9759 -25.0000 19.7959
45.1807 -25.0000 16.2653
46.3855 -25.0000 12.6494
47.5904 -25.0000 8.9689
48.7952 -25.0000 5.2453
50.0000 -25.0000 1.5000
51.2048 -25.0000 -2.2453
52.4096 -25.0000 -5.9689
53.6145 -25.0000 -9.6494
54.8193 -25.0000 -13.2653
56.0241 -25.0000 -16.7959
57.2289 -25.0000 -20.2206
58.4337 -25.0000 -23.5197
59.6386 -25.0000 -26.6740
60.8434 -25.0000 -29.6652
62.0482 -25.0000 -32.4761
63.2530 -25.0000 -35.0903
64.4578 -25.0000 -37.4927
65.6627 -25.0000 -39.6692
66.8675 -25.0000 -41.6072
68.0723 -25.0000 -43.2954
69.2771 -25.0000 -44.7239
70.4819 -25.0000 -45.8844
71.6867 -25.0000 -46.7699
72.8916 -25.0000 -47.3751
74.0964 -25.0000 -47.6965
75.3012 -25.0000 -47.7320
76.5060 -25.0000 -47.4811
77.7108 -25.0000 -46.9451
78.9157 -25.0000 -46.1269
80.1205 -25.0000 -45.0309
81.3253 -25.0000 -43.6632
82.5301 -25.0000 -42.0314
83.7349 -25.0000 -40.1447
84.9398 -25.0000 -38.0136
86.1446 -25.0000 -35.6502
87.3494 -25.0000 -33.0678
88.5542 -25.0000 -30.2810
89.7590 -25.0000 -27.3055
90.9639 -25.0000 -24.1582
92.1687 -25.0000 -20.8569
93.3735 -25.0000 -17.4203
94.5783 -25.0000 -13.8679
95.7831 -25.0000 -10.2197
96.9880 -25.0000 -6.4966
98.1928 -25.0000 -2.7196
99.3976 -25.0000 1.0899
100.6024 -25.0000 4.9101
101.8072 -25.0000 8.7196
103.0120 -25.0000 12.4966
104.2169 -25.0000 16.2197
105.4217 -25.0000 19.8679
106.6265 -25.0000 23.4203
107.8313 -25.0000 26.8569
109.0361 -25.0000 30.1582
110.2410 -25.0000 33.3055
111.4458 -25.0000 36.2810
112.6506 -25.0000 39.0678
113.8554 -25.0000 41.6502
115.0602 -25.0000 44.0136
116.2651 -25.0000 46.1447
117.4699 -25.0000 48.0314
118.6747 -25.0000 49.6632
119.8795 -25.0000 51.0309
121.0843 -25.0000 52.1269
122.2892 -25.0000 52.9451
123.4940 -25.0000 53.4811
